Loading MDL dataset and processing independent runs...
MDL raw data loaded. 43076 total entries.
Found 8 independent runs in the file.
MDL dataset fully processed. Found 42364 valid input-target pairs across all runs.
Initial Performance of Untrained Model: 
Avg Train Loss: 1.2073284051248006, Avg Test Loss: 1.2100333790209203
Epoch: 1, Avg Train Loss: 0.6809678282056536, Avg Test Loss: 0.616869926719607, LR: [0.0009999901402976406], Time taken: 26.246868140995502
Epoch: 50, Avg Train Loss: 0.41949114639844215, Avg Test Loss: 0.5223742551831129, LR: [0.0009755527298894291], Time taken: 25.976030072197318
Epoch: 51, Avg Train Loss: 0.41913750182305065, Avg Test Loss: 0.5200795915850712, LR: [0.000974573524422652], Time taken: 25.952898684889078
Epoch: 52, Avg Train Loss: 0.41835649865014213, Avg Test Loss: 0.5195035008412383, LR: [0.0009735756033448745], Time taken: 25.97873287089169
Epoch: 53, Avg Train Loss: 0.41799117465104374, Avg Test Loss: 0.5192447076395738, LR: [0.0009725590060523122], Time taken: 25.980867293663323
Epoch: 54, Avg Train Loss: 0.4172720223665237, Avg Test Loss: 0.5231629688255858, LR: [0.0009715237726784855], Time taken: 25.95514082442969
Epoch: 55, Avg Train Loss: 0.4166686252823898, Avg Test Loss: 0.5206841388677775, LR: [0.0009704699440926354], Time taken: 25.917796600610018
Epoch: 56, Avg Train Loss: 0.41615268609353473, Avg Test Loss: 0.5203086205919303, LR: [0.0009693975618981098], Time taken: 25.912515496835113
Epoch: 57, Avg Train Loss: 0.4155010936515672, Avg Test Loss: 0.5237137093922262, LR: [0.0009683066684307218], Time taken: 25.922144607640803
Epoch: 58, Avg Train Loss: 0.4151351852076394, Avg Test Loss: 0.5224280579648789, LR: [0.0009671973067570774], Time taken: 25.962420142255723
Epoch: 59, Avg Train Loss: 0.41471576541662214, Avg Test Loss: 0.5210826018827808, LR: [0.0009660695206728759], Time taken: 25.913012822158635
Epoch: 60, Avg Train Loss: 0.4141489921935967, Avg Test Loss: 0.5213311210113108, LR: [0.0009649233547011811], Time taken: 25.938064279966056
Epoch: 61, Avg Train Loss: 0.41353779094559806, Avg Test Loss: 0.5234566997984342, LR: [0.0009637588540906628], Time taken: 25.914223837666214
Epoch: 62, Avg Train Loss: 0.41307185494474, Avg Test Loss: 0.5217558350387692, LR: [0.0009625760648138111], Time taken: 25.955776409246027
Epoch: 63, Avg Train Loss: 0.4127749867737293, Avg Test Loss: 0.5239714771326507, LR: [0.0009613750335651218], Time taken: 25.904100530780852
Epoch: 64, Avg Train Loss: 0.41238994183284894, Avg Test Loss: 0.5222134048409869, LR: [0.0009601558077592517], Time taken: 25.94112212676555
Epoch: 65, Avg Train Loss: 0.4120362077440534, Avg Test Loss: 0.5238610093307517, LR: [0.000958918435529148], Time taken: 25.983819847926497
Epoch: 66, Avg Train Loss: 0.41155298043574606, Avg Test Loss: 0.5223362183849073, LR: [0.0009576629657241478], Time taken: 25.947037649340928
Epoch: 67, Avg Train Loss: 0.41121926265103476, Avg Test Loss: 0.522970037681491, LR: [0.0009563894479080492], Time taken: 25.963677731342614
Epoch: 68, Avg Train Loss: 0.4105528523879392, Avg Test Loss: 0.5257917442225106, LR: [0.0009550979323571548], Time taken: 25.9588976316154
Epoch: 69, Avg Train Loss: 0.4103633382490703, Avg Test Loss: 0.5233463890594112, LR: [0.0009537884700582874], Time taken: 25.891166993416846
Epoch: 70, Avg Train Loss: 0.4097998845790114, Avg Test Loss: 0.5242708745864358, LR: [0.0009524611127067764], Time taken: 25.97430825419724
Epoch: 71, Avg Train Loss: 0.40947340769427165, Avg Test Loss: 0.5253182711437141, LR: [0.0009511159127044169], Time taken: 25.935228801332414
Epoch: 72, Avg Train Loss: 0.4091440586107118, Avg Test Loss: 0.5273125476639882, LR: [0.000949752923157402], Time taken: 25.94684113468975
Epoch: 73, Avg Train Loss: 0.40863494191850935, Avg Test Loss: 0.5248287710335277, LR: [0.000948372197874225], Time taken: 25.923822658136487
Epoch: 74, Avg Train Loss: 0.408285907975265, Avg Test Loss: 0.5256496459835827, LR: [0.0009469737913635559], Time taken: 25.942760108970106
Epoch: 75, Avg Train Loss: 0.4078836562378066, Avg Test Loss: 0.526676451588003, LR: [0.0009455577588320893], Time taken: 25.926720621995628
Epoch: 76, Avg Train Loss: 0.40797781007630485, Avg Test Loss: 0.5259795777643699, LR: [0.0009441241561823651], Time taken: 25.923001244664192
Epoch: 77, Avg Train Loss: 0.4072270144309316, Avg Test Loss: 0.526951794471734, LR: [0.0009426730400105609], Time taken: 25.99094902910292
Epoch: 78, Avg Train Loss: 0.40705169375453676, Avg Test Loss: 0.524337062699117, LR: [0.0009412044676042588], Time taken: 25.947262822650373
Epoch: 79, Avg Train Loss: 0.4065814271569252, Avg Test Loss: 0.5260507822711195, LR: [0.0009397184969401823], Time taken: 25.926163155585527
Epoch: 80, Avg Train Loss: 0.4063030422798225, Avg Test Loss: 0.5251368841701721, LR: [0.0009382151866819094], Time taken: 25.98022715654224
Epoch: 81, Avg Train Loss: 0.40596682567681586, Avg Test Loss: 0.5253147818060317, LR: [0.0009366945961775547], Time taken: 25.972619249485433
Epoch: 82, Avg Train Loss: 0.40562311485409736, Avg Test Loss: 0.5259209193538686, LR: [0.0009351567854574275], Time taken: 25.965476299636066
Epoch: 83, Avg Train Loss: 0.40543046732034, Avg Test Loss: 0.5268352153600808, LR: [0.0009336018152316622], Time taken: 25.96974701900035
Epoch: 84, Avg Train Loss: 0.40532003694346974, Avg Test Loss: 0.5269023210217738, LR: [0.0009320297468878206], Time taken: 25.973872455768287
Epoch: 85, Avg Train Loss: 0.40495376246316095, Avg Test Loss: 0.5252772200956259, LR: [0.0009304406424884694], Time taken: 25.914889808744192
Epoch: 86, Avg Train Loss: 0.40461446004254475, Avg Test Loss: 0.5279968042016198, LR: [0.0009288345647687289], Time taken: 25.895534212701023
Epoch: 87, Avg Train Loss: 0.40407624670437403, Avg Test Loss: 0.5257123558238002, LR: [0.0009272115771337974], Time taken: 25.933643638156354
Epoch: 88, Avg Train Loss: 0.4040617162627833, Avg Test Loss: 0.5260116638354905, LR: [0.0009255717436564481], Time taken: 25.94029712304473
Epoch: 89, Avg Train Loss: 0.40383977113025527, Avg Test Loss: 0.5281065995192427, LR: [0.0009239151290744985], Time taken: 25.975761908106506
Epoch: 90, Avg Train Loss: 0.4031797892280987, Avg Test Loss: 0.5296146068116058, LR: [0.0009222417987882559], Time taken: 25.943910139612854
Epoch: 91, Avg Train Loss: 0.40314807040350775, Avg Test Loss: 0.5300861190423152, LR: [0.0009205518188579348], Time taken: 25.930255646817386
Epoch: 92, Avg Train Loss: 0.4028416281299932, Avg Test Loss: 0.5269691662047057, LR: [0.0009188452560010492], Time taken: 25.977243022993207
Epoch: 93, Avg Train Loss: 0.4024728539798941, Avg Test Loss: 0.5285173486435205, LR: [0.0009171221775897784], Time taken: 25.921614709310234
Epoch: 94, Avg Train Loss: 0.4023656457662582, Avg Test Loss: 0.527434424935844, LR: [0.0009153826516483079], Time taken: 25.925630741752684
Epoch: 95, Avg Train Loss: 0.4021306149661541, Avg Test Loss: 0.5310935452545325, LR: [0.0009136267468501431], Time taken: 25.932118820026517
Epoch: 96, Avg Train Loss: 0.4017480708658695, Avg Test Loss: 0.5277932504897183, LR: [0.000911854532515399], Time taken: 25.974986513145268
Epoch: 97, Avg Train Loss: 0.4015724118266787, Avg Test Loss: 0.5278406037805441, LR: [0.000910066078608063], Time taken: 25.926727686077356
Epoch: 98, Avg Train Loss: 0.40148831637842314, Avg Test Loss: 0.5269094816585129, LR: [0.000908261455733233], Time taken: 25.961154042743146
Epoch: 99, Avg Train Loss: 0.40131859949656895, Avg Test Loss: 0.5276269162814047, LR: [0.0009064407351343299], Time taken: 25.91083134803921
Epoch: 100, Avg Train Loss: 0.40080110867108615, Avg Test Loss: 0.5279215547637746, LR: [0.0009046039886902858], Time taken: 25.916849441826344
Epoch: 101, Avg Train Loss: 0.4005994963858809, Avg Test Loss: 0.5280916943675446, LR: [0.0009027512889127049], Time taken: 25.944432692602277
Epoch: 102, Avg Train Loss: 0.400289425360305, Avg Test Loss: 0.5280894011624406, LR: [0.0009008827089430024], Time taken: 25.963714600540698
Epoch: 103, Avg Train Loss: 0.40011426540357725, Avg Test Loss: 0.53023113296286, LR: [0.0008989983225495157], Time taken: 25.92154186591506
Epoch: 104, Avg Train Loss: 0.39996573233178684, Avg Test Loss: 0.5330162804990037, LR: [0.0008970982041245931], Time taken: 25.927977313287556
Epoch: 105, Avg Train Loss: 0.3998032043022769, Avg Test Loss: 0.529851661980124, LR: [0.0008951824286816567], Time taken: 25.932742008939385
Epoch: 106, Avg Train Loss: 0.39930277786084584, Avg Test Loss: 0.5276931060591378, LR: [0.0008932510718522405], Time taken: 25.93871387001127
Epoch: 107, Avg Train Loss: 0.3993892523859228, Avg Test Loss: 0.5308845585623984, LR: [0.0008913042098830052], Time taken: 25.96754837781191
Epoch: 108, Avg Train Loss: 0.39915850034781863, Avg Test Loss: 0.5317702800358651, LR: [0.0008893419196327277], Time taken: 25.93624496087432
Epoch: 109, Avg Train Loss: 0.3988513209990093, Avg Test Loss: 0.5312075855413286, LR: [0.000887364278569267], Time taken: 25.963146382942796
Epoch: 110, Avg Train Loss: 0.39869919887610844, Avg Test Loss: 0.5288274946118907, LR: [0.0008853713647665061], Time taken: 25.94233792088926
Epoch: 111, Avg Train Loss: 0.39857519322207996, Avg Test Loss: 0.5342119125502675, LR: [0.0008833632569012696], Time taken: 25.938623138703406
Epoch: 112, Avg Train Loss: 0.39822753444314, Avg Test Loss: 0.5297476634109206, LR: [0.0008813400342502177], Time taken: 25.950238686986268
Epoch: 113, Avg Train Loss: 0.3981023195598807, Avg Test Loss: 0.534335129879826, LR: [0.000879301776686716], Time taken: 25.89560974109918
Epoch: 114, Avg Train Loss: 0.3977325010512556, Avg Test Loss: 0.5324900550052053, LR: [0.0008772485646776834], Time taken: 25.95056587923318
Epoch: 115, Avg Train Loss: 0.3974670896572726, Avg Test Loss: 0.531385193149024, LR: [0.000875180479280414], Time taken: 25.90623022802174
Epoch: 116, Avg Train Loss: 0.3973919188337667, Avg Test Loss: 0.5317600684689217, LR: [0.0008730976021393785], Time taken: 25.933307625353336
Epoch: 117, Avg Train Loss: 0.39716132251279695, Avg Test Loss: 0.5304064136639568, LR: [0.0008710000154829997], Time taken: 25.937799405306578
Epoch: 118, Avg Train Loss: 0.3970762142113277, Avg Test Loss: 0.5312586806254362, LR: [0.0008688878021204072], Time taken: 25.973411672748625
Epoch: 119, Avg Train Loss: 0.39696034799729074, Avg Test Loss: 0.5301521809061199, LR: [0.0008667610454381682], Time taken: 25.972270934842527
Epoch: 120, Avg Train Loss: 0.39665160541023525, Avg Test Loss: 0.5318192550872981, LR: [0.0008646198293969945], Time taken: 25.98953089583665
Epoch: 121, Avg Train Loss: 0.3965646895979132, Avg Test Loss: 0.5351076431358158, LR: [0.0008624642385284292], Time taken: 25.964732222259045
Epoch: 122, Avg Train Loss: 0.3963483931762832, Avg Test Loss: 0.5341040318878345, LR: [0.0008602943579315088], Time taken: 25.9168707029894
Epoch: 123, Avg Train Loss: 0.39599822823490416, Avg Test Loss: 0.5314169760261264, LR: [0.0008581102732694041], Time taken: 25.912695643492043
Epoch: 124, Avg Train Loss: 0.39610455291611807, Avg Test Loss: 0.5321262313306809, LR: [0.0008559120707660376], Time taken: 25.925239777192473
Epoch: 125, Avg Train Loss: 0.39578989914485385, Avg Test Loss: 0.5319450667504712, LR: [0.0008536998372026799], Time taken: 25.915804559364915
Epoch: 126, Avg Train Loss: 0.3955931897674288, Avg Test Loss: 0.5322175841955912, LR: [0.0008514736599145247], Time taken: 25.997852784581482
Epoch: 127, Avg Train Loss: 0.39547932360853466, Avg Test Loss: 0.5314910440428647, LR: [0.0008492336267872391], Time taken: 25.979591858573258
Epoch: 128, Avg Train Loss: 0.395164576705013, Avg Test Loss: 0.5323629082584089, LR: [0.0008469798262534955], Time taken: 25.941049438901246
Epoch: 129, Avg Train Loss: 0.39525565920131545, Avg Test Loss: 0.5340346151551004, LR: [0.00084471234728948], Time taken: 25.96921514812857
Epoch: 130, Avg Train Loss: 0.39498297199606897, Avg Test Loss: 0.5334725315941218, LR: [0.0008424312794113795], Time taken: 25.921250759623945
Epoch: 131, Avg Train Loss: 0.3948223128914833, Avg Test Loss: 0.5334364880387483, LR: [0.0008401367126718478], Time taken: 25.983468846417964
Epoch: 132, Avg Train Loss: 0.3945325025490352, Avg Test Loss: 0.5335202929842646, LR: [0.0008378287376564511], Time taken: 25.955779097042978
Epoch: 133, Avg Train Loss: 0.39459284118243626, Avg Test Loss: 0.5339115385751239, LR: [0.0008355074454800911], Time taken: 25.911444638855755
Epoch: 134, Avg Train Loss: 0.394265792625291, Avg Test Loss: 0.5336099675751587, LR: [0.000833172927783408], Time taken: 25.939116828143597
Epoch: 135, Avg Train Loss: 0.39424407067043443, Avg Test Loss: 0.5346976440085492, LR: [0.0008308252767291634], Time taken: 25.94084349833429
Epoch: 136, Avg Train Loss: 0.3940654553472996, Avg Test Loss: 0.5334700902415469, LR: [0.0008284645849986011], Time taken: 25.938143809325993
Epoch: 137, Avg Train Loss: 0.393780772707292, Avg Test Loss: 0.5334669477124081, LR: [0.0008260909457877884], Time taken: 25.899113168008626
Epoch: 138, Avg Train Loss: 0.3935157951499735, Avg Test Loss: 0.5349649282726462, LR: [0.000823704452803937], Time taken: 25.928428222425282
Epoch: 139, Avg Train Loss: 0.39353976707373345, Avg Test Loss: 0.5341781641741734, LR: [0.0008213052002617034], Time taken: 25.926327807828784
Epoch: 140, Avg Train Loss: 0.39341935377035825, Avg Test Loss: 0.5340521741607515, LR: [0.0008188932828794701], Time taken: 25.989684991538525
Epoch: 141, Avg Train Loss: 0.39303596477423397, Avg Test Loss: 0.533749129898927, LR: [0.0008164687958756053], Time taken: 25.96873227134347
Epoch: 142, Avg Train Loss: 0.3929781328354563, Avg Test Loss: 0.5353277852053577, LR: [0.0008140318349647045], Time taken: 25.974394663237035
Epoch: 143, Avg Train Loss: 0.3930263622530869, Avg Test Loss: 0.5337342216208655, LR: [0.0008115824963538118], Time taken: 25.974508644081652
Epoch: 144, Avg Train Loss: 0.3928180965994086, Avg Test Loss: 0.5329781849532688, LR: [0.0008091208767386216], Time taken: 25.943744177930057
Epoch: 145, Avg Train Loss: 0.39258100635239057, Avg Test Loss: 0.5326752593948952, LR: [0.0008066470732996614], Time taken: 25.945728668011725
Epoch: 146, Avg Train Loss: 0.3925424019140857, Avg Test Loss: 0.533896979845565, LR: [0.0008041611836984551], Time taken: 25.945443775504827
Epoch: 147, Avg Train Loss: 0.392324692436627, Avg Test Loss: 0.536786589523859, LR: [0.0008016633060736675], Time taken: 25.93729500286281
Epoch: 148, Avg Train Loss: 0.39206394585115567, Avg Test Loss: 0.5350062467126225, LR: [0.0007991535390372304], Time taken: 25.963257437571883
Epoch: 149, Avg Train Loss: 0.3919520473905972, Avg Test Loss: 0.5359012478578771, LR: [0.0007966319816704488], Time taken: 25.926116036251187
Epoch: 150, Avg Train Loss: 0.391912806140525, Avg Test Loss: 0.5349994086393035, LR: [0.0007940987335200901], Time taken: 26.000118032097816
Epoch: 151, Avg Train Loss: 0.39182960678424156, Avg Test Loss: 0.5378779572158532, LR: [0.0007915538945944535], Time taken: 25.941556625068188
Epoch: 152, Avg Train Loss: 0.39152918575065476, Avg Test Loss: 0.5353579080045814, LR: [0.0007889975653594223], Time taken: 25.9473476074636
Epoch: 153, Avg Train Loss: 0.3915389459047999, Avg Test Loss: 0.534723544348416, LR: [0.0007864298467344978], Time taken: 25.948189330287278
Epoch: 154, Avg Train Loss: 0.3912798934749195, Avg Test Loss: 0.5352525625910077, LR: [0.0007838508400888146], Time taken: 25.924029980786145
Epoch: 155, Avg Train Loss: 0.39133680207388744, Avg Test Loss: 0.536035318010149, LR: [0.0007812606472371389], Time taken: 25.93857150711119
Epoch: 156, Avg Train Loss: 0.39112421412553106, Avg Test Loss: 0.5350938177527487, LR: [0.0007786593704358495], Time taken: 25.988828962668777
Epoch: 157, Avg Train Loss: 0.39098865655916076, Avg Test Loss: 0.5368032184820701, LR: [0.0007760471123789005], Time taken: 25.989030158147216
Epoch: 158, Avg Train Loss: 0.39075388333627153, Avg Test Loss: 0.5351330831836608, LR: [0.000773423976193767], Time taken: 25.99251410085708
Epoch: 159, Avg Train Loss: 0.3905867912939617, Avg Test Loss: 0.5394409345616602, LR: [0.000770790065437374], Time taken: 25.88152647111565
Epoch: 160, Avg Train Loss: 0.3904746551598821, Avg Test Loss: 0.5358438893611676, LR: [0.0007681454840920083], Time taken: 25.95868607982993
Epoch: 161, Avg Train Loss: 0.39032840430736543, Avg Test Loss: 0.5363306316956772, LR: [0.0007654903365612131], Time taken: 25.925925152376294
Epoch: 162, Avg Train Loss: 0.3902166866830417, Avg Test Loss: 0.5357241213448145, LR: [0.0007628247276656667], Time taken: 25.9025188498199
Epoch: 163, Avg Train Loss: 0.3900400919573648, Avg Test Loss: 0.5356697150484564, LR: [0.0007601487626390438], Time taken: 25.937600282020867
Epoch: 164, Avg Train Loss: 0.39018954134413175, Avg Test Loss: 0.5383451940638454, LR: [0.000757462547123862], Time taken: 25.94734759349376
Epoch: 165, Avg Train Loss: 0.38984740685139385, Avg Test Loss: 0.5401000299090094, LR: [0.00075476618716731], Time taken: 25.973754298873246
Epoch: 166, Avg Train Loss: 0.3897030098097665, Avg Test Loss: 0.537458273190926, LR: [0.000752059789217062], Time taken: 25.961481084115803
Epoch: 167, Avg Train Loss: 0.38967417095388684, Avg Test Loss: 0.5366964899512857, LR: [0.0007493434601170752], Time taken: 25.93531148508191
Epoch: 168, Avg Train Loss: 0.38961848744324273, Avg Test Loss: 0.53945551304, LR: [0.0007466173071033711], Time taken: 25.982086489908397
Epoch: 169, Avg Train Loss: 0.3894761706037181, Avg Test Loss: 0.5365584529848495, LR: [0.000743881437799803], Time taken: 25.983616717159748
Epoch: 170, Avg Train Loss: 0.389220287331513, Avg Test Loss: 0.5369380305168596, LR: [0.0007411359602138062], Time taken: 25.951807401143014
Epoch: 171, Avg Train Loss: 0.3890879757702351, Avg Test Loss: 0.5369683923880372, LR: [0.0007383809827321351], Time taken: 25.90504141151905
Epoch: 172, Avg Train Loss: 0.3889989423964705, Avg Test Loss: 0.5366301309565, LR: [0.0007356166141165831], Time taken: 25.953312935307622
Epoch: 173, Avg Train Loss: 0.388987333966153, Avg Test Loss: 0.5384095019605125, LR: [0.00073284296349969], Time taken: 25.946996899321675
Epoch: 174, Avg Train Loss: 0.3887499033340386, Avg Test Loss: 0.5359950370942574, LR: [0.0007300601403804328], Time taken: 25.924181507900357
Epoch: 175, Avg Train Loss: 0.3887505692030702, Avg Test Loss: 0.5359012310668467, LR: [0.0007272682546199031], Time taken: 25.90572086162865
Epoch: 176, Avg Train Loss: 0.38860418860401424, Avg Test Loss: 0.5375841365760927, LR: [0.0007244674164369708], Time taken: 25.948945300653577
Epoch: 177, Avg Train Loss: 0.38847105503082274, Avg Test Loss: 0.5416213127941188, LR: [0.0007216577364039308], Time taken: 25.92664333153516
Epoch: 178, Avg Train Loss: 0.3883050583302975, Avg Test Loss: 0.5407361488812154, LR: [0.0007188393254421404], Time taken: 25.946397197432816
Epoch: 179, Avg Train Loss: 0.38817656497870173, Avg Test Loss: 0.5400232223619104, LR: [0.0007160122948176385], Time taken: 25.954118620604277
Epoch: 180, Avg Train Loss: 0.3879589495914323, Avg Test Loss: 0.5407555631411519, LR: [0.0007131767561367533], Time taken: 25.948404273949564
Epoch: 181, Avg Train Loss: 0.38784053432089943, Avg Test Loss: 0.5390363063721205, LR: [0.0007103328213416967], Time taken: 25.925580225884914
Epoch: 182, Avg Train Loss: 0.3879793448107583, Avg Test Loss: 0.5407457717996002, LR: [0.000707480602706145], Time taken: 25.939018888399005
Epoch: 183, Avg Train Loss: 0.3878237364547593, Avg Test Loss: 0.5392189881378388, LR: [0.0007046202128308058], Time taken: 25.96443171799183
Epoch: 184, Avg Train Loss: 0.3877089127898216, Avg Test Loss: 0.5376998412825487, LR: [0.0007017517646389739], Time taken: 25.953200527466834
Epoch: 185, Avg Train Loss: 0.3876304489161287, Avg Test Loss: 0.5404140946579564, LR: [0.0006988753713720724], Time taken: 25.940907122567296
