
CondaError: Run 'conda init' before 'conda deactivate'

Loading OBS dataset and processing seasonal chunks...
OBS dataset loaded. Processing 5092 time steps.
OBS dataset processed. Found 5008 valid input-target pairs.
Total OBS samples across all lead times: 5008
batches per dataset: 40
Performance Before Training: Avg Train Loss: 0.681342934795305, Avg Val Loss: 0.6809169089651678
Epoch: 1, Avg Train Loss: 0.6382289630213479, Avg Val Loss: 0.6036917431895952, LR: [0.0001]
Epoch: 51, Avg Train Loss: 0.17890411016443383, Avg Val Loss: 0.5627268918481956, LR: [9.794682855636013e-05]
Epoch: 52, Avg Train Loss: 0.17770000574893002, Avg Val Loss: 0.5626005281015222, LR: [9.785724655216214e-05]
Epoch: 53, Avg Train Loss: 0.1764124940743285, Avg Val Loss: 0.563204702865555, LR: [9.776579496495886e-05]
Epoch: 54, Avg Train Loss: 0.17514988530363784, Avg Val Loss: 0.5638070089883538, LR: [9.767247740510237e-05]
Epoch: 55, Avg Train Loss: 0.17389466967343634, Avg Val Loss: 0.5654796836860626, LR: [9.757729755661015e-05]
Epoch: 56, Avg Train Loss: 0.17272234631795103, Avg Val Loss: 0.565783913154526, LR: [9.748025917701962e-05]
Epoch: 57, Avg Train Loss: 0.171622161820628, Avg Val Loss: 0.567046491985777, LR: [9.738136609723987e-05]
Epoch: 58, Avg Train Loss: 0.17053808782164329, Avg Val Loss: 0.5684536700229721, LR: [9.728062222140037e-05]
Epoch: 59, Avg Train Loss: 0.16954750861343726, Avg Val Loss: 0.5684939701243701, LR: [9.717803152669683e-05]
Epoch: 60, Avg Train Loss: 0.16856373929854623, Avg Val Loss: 0.5686537333693638, LR: [9.70735980632342e-05]
Epoch: 61, Avg Train Loss: 0.16762283594136682, Avg Val Loss: 0.569651198577121, LR: [9.696732595386681e-05]
Epoch: 62, Avg Train Loss: 0.16668755077616568, Avg Val Loss: 0.5701016572367148, LR: [9.685921939403557e-05]
Epoch: 63, Avg Train Loss: 0.16572630826116785, Avg Val Loss: 0.5715451713102272, LR: [9.674928265160234e-05]
Epoch: 64, Avg Train Loss: 0.1647819490124003, Avg Val Loss: 0.571933266651108, LR: [9.663752006668147e-05]
Epoch: 65, Avg Train Loss: 0.16379078567366354, Avg Val Loss: 0.5729865320175292, LR: [9.652393605146848e-05]
Epoch: 66, Avg Train Loss: 0.1628738277369947, Avg Val Loss: 0.5731189901610295, LR: [9.640853509006576e-05]
Epoch: 67, Avg Train Loss: 0.16203764499186066, Avg Val Loss: 0.5735756087588124, LR: [9.629132173830569e-05]
Epoch: 68, Avg Train Loss: 0.16122181162892807, Avg Val Loss: 0.5743541658162121, LR: [9.617230062357071e-05]
Epoch: 69, Avg Train Loss: 0.1603681648982932, Avg Val Loss: 0.5754649518020599, LR: [9.605147644461062e-05]
Epoch: 70, Avg Train Loss: 0.1595435681458604, Avg Val Loss: 0.5762445102649856, LR: [9.59288539713571e-05]
Epoch: 71, Avg Train Loss: 0.1588177490640343, Avg Val Loss: 0.5774520782835455, LR: [9.580443804473545e-05]
Epoch: 72, Avg Train Loss: 0.15817102954020287, Avg Val Loss: 0.5782672860232957, LR: [9.567823357647342e-05]
Epoch: 73, Avg Train Loss: 0.15745423534962968, Avg Val Loss: 0.5780147931490286, LR: [9.555024554890732e-05]
Epoch: 74, Avg Train Loss: 0.1566791296011514, Avg Val Loss: 0.5793008804321289, LR: [9.542047901478532e-05]
Epoch: 75, Avg Train Loss: 0.15590008344624207, Avg Val Loss: 0.5789981503410643, LR: [9.5288939097068e-05]
Epoch: 76, Avg Train Loss: 0.15517414532114734, Avg Val Loss: 0.5794498932314109, LR: [9.515563098872606e-05]
Epoch: 77, Avg Train Loss: 0.15442999506387636, Avg Val Loss: 0.580287097697239, LR: [9.50205599525354e-05]
Epoch: 78, Avg Train Loss: 0.1537459656636906, Avg Val Loss: 0.5807533480256677, LR: [9.488373132086921e-05]
Epoch: 79, Avg Train Loss: 0.15316457466616057, Avg Val Loss: 0.5816421140712571, LR: [9.474515049548759e-05]
Epoch: 80, Avg Train Loss: 0.15252327613277247, Avg Val Loss: 0.5821176100062184, LR: [9.460482294732424e-05]
Epoch: 81, Avg Train Loss: 0.15185307849034907, Avg Val Loss: 0.5830629175877666, LR: [9.446275421627048e-05]
Epoch: 82, Avg Train Loss: 0.1512197969163795, Avg Val Loss: 0.5836489815635985, LR: [9.431894991095656e-05]
Epoch: 83, Avg Train Loss: 0.15065218345981599, Avg Val Loss: 0.5844968125164747, LR: [9.417341570853022e-05]
Epoch: 84, Avg Train Loss: 0.1500748041073565, Avg Val Loss: 0.5843577522680579, LR: [9.402615735443255e-05]
Epoch: 85, Avg Train Loss: 0.14954523905400646, Avg Val Loss: 0.5847020115985339, LR: [9.387718066217127e-05]
Epoch: 86, Avg Train Loss: 0.14902759154027867, Avg Val Loss: 0.5853902270119503, LR: [9.372649151309107e-05]
Epoch: 87, Avg Train Loss: 0.14847973534132167, Avg Val Loss: 0.5852129131674292, LR: [9.357409585614154e-05]
Epoch: 88, Avg Train Loss: 0.14788066154897575, Avg Val Loss: 0.5868308313814292, LR: [9.341999970764228e-05]
Epoch: 89, Avg Train Loss: 0.14727990960145113, Avg Val Loss: 0.5866342519383981, LR: [9.326420915104537e-05]
Epoch: 90, Avg Train Loss: 0.1467120189431938, Avg Val Loss: 0.5874934638163958, LR: [9.310673033669524e-05]
Epoch: 91, Avg Train Loss: 0.14622636928775368, Avg Val Loss: 0.58768780677917, LR: [9.294756948158582e-05]
Epoch: 92, Avg Train Loss: 0.1457339139615685, Avg Val Loss: 0.589339594442056, LR: [9.278673286911514e-05]
Epoch: 93, Avg Train Loss: 0.1452508053722967, Avg Val Loss: 0.5892666233963225, LR: [9.262422684883728e-05]
Epoch: 94, Avg Train Loss: 0.14476627474488243, Avg Val Loss: 0.5893127165467615, LR: [9.246005783621164e-05]
Epoch: 95, Avg Train Loss: 0.14427288299489477, Avg Val Loss: 0.5899401981517138, LR: [9.229423231234976e-05]
Epoch: 96, Avg Train Loss: 0.14376803186665518, Avg Val Loss: 0.5892529174151173, LR: [9.212675682375939e-05]
Epoch: 97, Avg Train Loss: 0.14327696539322218, Avg Val Loss: 0.5904850520460729, LR: [9.195763798208604e-05]
Epoch: 98, Avg Train Loss: 0.1427962180318666, Avg Val Loss: 0.590820954140439, LR: [9.1786882463852e-05]
Epoch: 99, Avg Train Loss: 0.1423120279071059, Avg Val Loss: 0.5909247417373961, LR: [9.161449701019275e-05]
Epoch: 100, Avg Train Loss: 0.14175017545184143, Avg Val Loss: 0.5926708754790256, LR: [9.144048842659083e-05]
Epoch: 101, Avg Train Loss: 0.14127634814964865, Avg Val Loss: 0.5916288687413432, LR: [9.126486358260718e-05]
Epoch: 102, Avg Train Loss: 0.14082285350226595, Avg Val Loss: 0.5926991665505793, LR: [9.108762941160993e-05]
Epoch: 103, Avg Train Loss: 0.14037671391393097, Avg Val Loss: 0.592933141852755, LR: [9.090879291050064e-05]
Epoch: 104, Avg Train Loss: 0.13995123961429423, Avg Val Loss: 0.5933508084589741, LR: [9.072836113943817e-05]
Epoch: 105, Avg Train Loss: 0.13953237762740864, Avg Val Loss: 0.5932349781116166, LR: [9.054634122155992e-05]
Epoch: 106, Avg Train Loss: 0.13908890675027405, Avg Val Loss: 0.5941846719776017, LR: [9.036274034270054e-05]
Epoch: 107, Avg Train Loss: 0.13868517197616867, Avg Val Loss: 0.5948809280813453, LR: [9.017756575110841e-05]
Epoch: 108, Avg Train Loss: 0.13832118689688108, Avg Val Loss: 0.5951513239586971, LR: [8.999082475715928e-05]
Epoch: 109, Avg Train Loss: 0.1379830570018715, Avg Val Loss: 0.5952831366622591, LR: [8.980252473306786e-05]
Epoch: 110, Avg Train Loss: 0.13757996897637806, Avg Val Loss: 0.5961737145940621, LR: [8.961267311259669e-05]
Epoch: 111, Avg Train Loss: 0.13725578021559617, Avg Val Loss: 0.5957614855462336, LR: [8.942127739076266e-05]
Epoch: 112, Avg Train Loss: 0.13688998382295006, Avg Val Loss: 0.5957665968226247, LR: [8.922834512354113e-05]
Epoch: 113, Avg Train Loss: 0.13649858956593086, Avg Val Loss: 0.596931228837169, LR: [8.90338839275677e-05]
Epoch: 114, Avg Train Loss: 0.13607017029940593, Avg Val Loss: 0.5979092465453889, LR: [8.883790147983737e-05]
Epoch: 115, Avg Train Loss: 0.13566765648077736, Avg Val Loss: 0.597968632956425, LR: [8.864040551740159e-05]
Epoch: 116, Avg Train Loss: 0.1352890605357156, Avg Val Loss: 0.5968988001109119, LR: [8.844140383706285e-05]
Epoch: 117, Avg Train Loss: 0.13496288873328866, Avg Val Loss: 0.5982779504293465, LR: [8.824090429506671e-05]
Epoch: 118, Avg Train Loss: 0.13460099847158363, Avg Val Loss: 0.5988718940917239, LR: [8.803891480679177e-05]
Epoch: 119, Avg Train Loss: 0.13432577793052372, Avg Val Loss: 0.5981920029062674, LR: [8.783544334643719e-05]
Epoch: 120, Avg Train Loss: 0.13398842885385473, Avg Val Loss: 0.6000311771237042, LR: [8.763049794670779e-05]
Epoch: 121, Avg Train Loss: 0.13361056091681683, Avg Val Loss: 0.6001394279449584, LR: [8.742408669849706e-05]
Epoch: 122, Avg Train Loss: 0.1332175881265717, Avg Val Loss: 0.6002498960115045, LR: [8.721621775056763e-05]
Epoch: 123, Avg Train Loss: 0.132858644238234, Avg Val Loss: 0.5996712619564922, LR: [8.700689930922965e-05]
Epoch: 124, Avg Train Loss: 0.13249193565144318, Avg Val Loss: 0.6009508969774284, LR: [8.679613963801677e-05]
Epoch: 125, Avg Train Loss: 0.13212527063418167, Avg Val Loss: 0.6011372545800836, LR: [8.658394705735991e-05]
Epoch: 126, Avg Train Loss: 0.13181867642339498, Avg Val Loss: 0.6012912368869402, LR: [8.637032994425885e-05]
Epoch: 127, Avg Train Loss: 0.1315042446372337, Avg Val Loss: 0.6007471687765236, LR: [8.615529673195142e-05]
Epoch: 128, Avg Train Loss: 0.13117225971546698, Avg Val Loss: 0.6018810127360887, LR: [8.593885590958068e-05]
Epoch: 129, Avg Train Loss: 0.13089373195612408, Avg Val Loss: 0.6023517778195233, LR: [8.572101602185968e-05]
Epoch: 130, Avg Train Loss: 0.13058855540741887, Avg Val Loss: 0.6026966714289084, LR: [8.550178566873414e-05]
Epoch: 131, Avg Train Loss: 0.1303042540793061, Avg Val Loss: 0.6030718570211494, LR: [8.528117350504308e-05]
Epoch: 132, Avg Train Loss: 0.1299182044556343, Avg Val Loss: 0.6026322958003952, LR: [8.505918824017695e-05]
Epoch: 133, Avg Train Loss: 0.1297010747993446, Avg Val Loss: 0.6031609127720988, LR: [8.48358386377339e-05]
Epoch: 134, Avg Train Loss: 0.12941908298519597, Avg Val Loss: 0.6033267732635438, LR: [8.46111335151738e-05]
Epoch: 135, Avg Train Loss: 0.1290991241525446, Avg Val Loss: 0.6038309779775095, LR: [8.438508174347015e-05]
Epoch: 136, Avg Train Loss: 0.12880601675815634, Avg Val Loss: 0.6039835105379264, LR: [8.41576922467598e-05]
Epoch: 137, Avg Train Loss: 0.12850992252514948, Avg Val Loss: 0.60459008421081, LR: [8.392897400199076e-05]
Epoch: 138, Avg Train Loss: 0.12817759813131194, Avg Val Loss: 0.604300793186127, LR: [8.369893603856768e-05]
Epoch: 139, Avg Train Loss: 0.1279123478798348, Avg Val Loss: 0.6058077645966731, LR: [8.34675874379955e-05]
Epoch: 140, Avg Train Loss: 0.12765868250903198, Avg Val Loss: 0.6051059258411605, LR: [8.32349373335208e-05]
Epoch: 141, Avg Train Loss: 0.127428592914715, Avg Val Loss: 0.6059066978583773, LR: [8.300099490977137e-05]
Epoch: 142, Avg Train Loss: 0.12719097186881553, Avg Val Loss: 0.6060920146357016, LR: [8.276576940239353e-05]
Epoch: 143, Avg Train Loss: 0.12691604110631768, Avg Val Loss: 0.6065836539306488, LR: [8.252927009768754e-05]
Epoch: 144, Avg Train Loss: 0.1267537829917044, Avg Val Loss: 0.606047838807581, LR: [8.229150633224096e-05]
Epoch: 145, Avg Train Loss: 0.1265100561879577, Avg Val Loss: 0.6066055160119714, LR: [8.205248749256017e-05]
Epoch: 146, Avg Train Loss: 0.12621108349667193, Avg Val Loss: 0.6065940491231789, LR: [8.181222301469969e-05]
Epoch: 147, Avg Train Loss: 0.12595705938910595, Avg Val Loss: 0.6072063032849376, LR: [8.15707223838897e-05]
Epoch: 148, Avg Train Loss: 0.1256309203648482, Avg Val Loss: 0.6079338171567575, LR: [8.132799513416161e-05]
Epoch: 149, Avg Train Loss: 0.12525719176803238, Avg Val Loss: 0.6077612883066276, LR: [8.108405084797158e-05]
Epoch: 150, Avg Train Loss: 0.1249559371911705, Avg Val Loss: 0.607788376599194, LR: [8.083889915582238e-05]
Epoch: 151, Avg Train Loss: 0.12467247598062725, Avg Val Loss: 0.6084053471268885, LR: [8.0592549735883e-05]
Epoch: 152, Avg Train Loss: 0.12442084199175103, Avg Val Loss: 0.6085774962645603, LR: [8.034501231360675e-05]
Epoch: 153, Avg Train Loss: 0.12415815628274088, Avg Val Loss: 0.6093078450377719, LR: [8.009629666134721e-05]
Epoch: 154, Avg Train Loss: 0.12389054341722944, Avg Val Loss: 0.6092007984203172, LR: [7.984641259797245e-05]
Epoch: 155, Avg Train Loss: 0.12368848468792747, Avg Val Loss: 0.6100068505541737, LR: [7.959536998847744e-05]
Epoch: 156, Avg Train Loss: 0.12353854287640498, Avg Val Loss: 0.6099328602927615, LR: [7.934317874359453e-05]
Epoch: 157, Avg Train Loss: 0.1233354075045327, Avg Val Loss: 0.6102646066848025, LR: [7.908984881940225e-05]
Epoch: 158, Avg Train Loss: 0.12316220712612877, Avg Val Loss: 0.6102576676117947, LR: [7.883539021693224e-05]
Epoch: 159, Avg Train Loss: 0.1229178087708703, Avg Val Loss: 0.6101085087692595, LR: [7.857981298177445e-05]
Epoch: 160, Avg Train Loss: 0.12264985862445099, Avg Val Loss: 0.6109472344596073, LR: [7.832312720368047e-05]
Epoch: 161, Avg Train Loss: 0.1224319165588578, Avg Val Loss: 0.611599624869358, LR: [7.806534301616531e-05]
Epoch: 162, Avg Train Loss: 0.12218453009319777, Avg Val Loss: 0.6109087158484288, LR: [7.78064705961073e-05]
Epoch: 163, Avg Train Loss: 0.1219543650329727, Avg Val Loss: 0.6116901144563439, LR: [7.754652016334632e-05]
Epoch: 164, Avg Train Loss: 0.12165416192771608, Avg Val Loss: 0.6125029088016525, LR: [7.728550198028036e-05]
Epoch: 165, Avg Train Loss: 0.1213745579016993, Avg Val Loss: 0.6123348028061399, LR: [7.702342635146033e-05]
Epoch: 166, Avg Train Loss: 0.1211723270870092, Avg Val Loss: 0.6129041527846895, LR: [7.676030362318333e-05]
Epoch: 167, Avg Train Loss: 0.12098141447483353, Avg Val Loss: 0.6132568963970321, LR: [7.649614418308414e-05]
Epoch: 168, Avg Train Loss: 0.1207717526950755, Avg Val Loss: 0.613435201435925, LR: [7.623095845972511e-05]
Epoch: 169, Avg Train Loss: 0.1205255519289391, Avg Val Loss: 0.613557792042356, LR: [7.596475692218458e-05]
Epoch: 170, Avg Train Loss: 0.12033543372062767, Avg Val Loss: 0.6141895573452649, LR: [7.569755007964338e-05]
Epoch: 171, Avg Train Loss: 0.12014244365258604, Avg Val Loss: 0.6136703002025407, LR: [7.542934848097015e-05]
Epoch: 172, Avg Train Loss: 0.11994209301234895, Avg Val Loss: 0.6138443460027535, LR: [7.516016271430479e-05]
Epoch: 173, Avg Train Loss: 0.1197407862309751, Avg Val Loss: 0.6145450487079849, LR: [7.489000340664043e-05]
Epoch: 174, Avg Train Loss: 0.11956450099739077, Avg Val Loss: 0.6146502694285724, LR: [7.461888122340395e-05]
Epoch: 175, Avg Train Loss: 0.11940107318077965, Avg Val Loss: 0.6142360157225711, LR: [7.43468068680349e-05]
Epoch: 176, Avg Train Loss: 0.11922327132097983, Avg Val Loss: 0.614744923741694, LR: [7.407379108156299e-05]
Epoch: 177, Avg Train Loss: 0.11904639268945139, Avg Val Loss: 0.6158625718606896, LR: [7.379984464218397e-05]
Epoch: 178, Avg Train Loss: 0.11890307342915919, Avg Val Loss: 0.6156760337818191, LR: [7.35249783648342e-05]
Epoch: 179, Avg Train Loss: 0.11870263227306045, Avg Val Loss: 0.6154498175320873, LR: [7.324920310076367e-05]
Epoch: 180, Avg Train Loss: 0.1184720194042794, Avg Val Loss: 0.6157810308068872, LR: [7.297252973710758e-05]
Epoch: 181, Avg Train Loss: 0.11821323746746018, Avg Val Loss: 0.6159940639815008, LR: [7.269496919645663e-05]
Epoch: 182, Avg Train Loss: 0.11797632878446168, Avg Val Loss: 0.6165639321167631, LR: [7.241653243642564e-05]
Epoch: 183, Avg Train Loss: 0.11775682520905237, Avg Val Loss: 0.617062069030397, LR: [7.213723044922119e-05]
Epoch: 184, Avg Train Loss: 0.11754158013773386, Avg Val Loss: 0.6164350559511983, LR: [7.18570742612075e-05]
Epoch: 185, Avg Train Loss: 0.11725623919128345, Avg Val Loss: 0.6172532847678044, LR: [7.157607493247112e-05]
Epoch: 186, Avg Train Loss: 0.11703586472178398, Avg Val Loss: 0.6170653798190721, LR: [7.129424355638444e-05]
Epoch: 187, Avg Train Loss: 0.11679809276442932, Avg Val Loss: 0.6174431880156832, LR: [7.10115912591676e-05]
Epoch: 188, Avg Train Loss: 0.11660504741298569, Avg Val Loss: 0.6176390897230323, LR: [7.072812919944931e-05]
Epoch: 189, Avg Train Loss: 0.11648946773086197, Avg Val Loss: 0.6182054870157128, LR: [7.044386856782633e-05]
Epoch: 190, Avg Train Loss: 0.11635871784436946, Avg Val Loss: 0.6183893963160267, LR: [7.015882058642168e-05]
Epoch: 191, Avg Train Loss: 0.1161982835792608, Avg Val Loss: 0.6187738189659271, LR: [6.987299650844156e-05]
Epoch: 192, Avg Train Loss: 0.11607261578751532, Avg Val Loss: 0.6192818101183827, LR: [6.958640761773115e-05]
Epoch: 193, Avg Train Loss: 0.11602137190173699, Avg Val Loss: 0.6185082926218253, LR: [6.929906522832918e-05]
Epoch: 194, Avg Train Loss: 0.11591152261041257, Avg Val Loss: 0.6191160581501357, LR: [6.901098068402114e-05]
Epoch: 195, Avg Train Loss: 0.11569708230986875, Avg Val Loss: 0.6191353672054184, LR: [6.872216535789157e-05]
Epoch: 196, Avg Train Loss: 0.11553389197836059, Avg Val Loss: 0.6192928657113793, LR: [6.843263065187504e-05]
Epoch: 197, Avg Train Loss: 0.11535149096459031, Avg Val Loss: 0.6195542541633089, LR: [6.814238799630593e-05]
Epoch: 198, Avg Train Loss: 0.11514055776056031, Avg Val Loss: 0.6198484320564573, LR: [6.785144884946734e-05]
Epoch: 199, Avg Train Loss: 0.11488617742690616, Avg Val Loss: 0.6205331400571117, LR: [6.755982469713863e-05]
Epoch: 200, Avg Train Loss: 0.11469243510395433, Avg Val Loss: 0.6205313360073652, LR: [6.726752705214197e-05]
Epoch: 201, Avg Train Loss: 0.11445409675211572, Avg Val Loss: 0.621199786188118, LR: [6.697456745388787e-05]
Epoch: 202, Avg Train Loss: 0.11421951519382935, Avg Val Loss: 0.621064823224725, LR: [6.66809574679197e-05]
Epoch: 203, Avg Train Loss: 0.11406309703442888, Avg Val Loss: 0.6215167133456683, LR: [6.63867086854569e-05]
Epoch: 204, Avg Train Loss: 0.11397169402900152, Avg Val Loss: 0.6216620494170018, LR: [6.609183272293762e-05]
Epoch: 205, Avg Train Loss: 0.11383769009790928, Avg Val Loss: 0.6218955003882785, LR: [6.579634122155994e-05]
Epoch: 206, Avg Train Loss: 0.11366515687302879, Avg Val Loss: 0.6230131470824618, LR: [6.550024584682236e-05]
Epoch: 207, Avg Train Loss: 0.11351099881600601, Avg Val Loss: 0.6227653743736298, LR: [6.520355828806327e-05]
Epoch: 208, Avg Train Loss: 0.11334471741762887, Avg Val Loss: 0.6223859086454627, LR: [6.490629025799951e-05]
Epoch: 209, Avg Train Loss: 0.11315361014748411, Avg Val Loss: 0.6229001915312383, LR: [6.460845349226387e-05]
Epoch: 210, Avg Train Loss: 0.1130427667917713, Avg Val Loss: 0.6234359907439031, LR: [6.43100597489419e-05]
Epoch: 211, Avg Train Loss: 0.1129242533053173, Avg Val Loss: 0.6239066465917337, LR: [6.401112080810765e-05]
Epoch: 212, Avg Train Loss: 0.1128074732073245, Avg Val Loss: 0.6241666392026195, LR: [6.371164847135864e-05]
Epoch: 213, Avg Train Loss: 0.11261462688991095, Avg Val Loss: 0.6244715815521331, LR: [6.341165456134994e-05]
Epoch: 214, Avg Train Loss: 0.11247283391793886, Avg Val Loss: 0.6242256451887913, LR: [6.311115092132748e-05]
Epoch: 215, Avg Train Loss: 0.11230666091243134, Avg Val Loss: 0.6244693286865356, LR: [6.281014941466036e-05]
Epoch: 216, Avg Train Loss: 0.11211984815255718, Avg Val Loss: 0.6245727615052485, LR: [6.250866192437273e-05]
Epoch: 217, Avg Train Loss: 0.11197679272770807, Avg Val Loss: 0.6245865382521276, LR: [6.220670035267443e-05]
Epoch: 218, Avg Train Loss: 0.1117976452714384, Avg Val Loss: 0.6245906649832706, LR: [6.190427662049129e-05]
Epoch: 219, Avg Train Loss: 0.11161990640404998, Avg Val Loss: 0.6250335488661352, LR: [6.160140266699443e-05]
Epoch: 220, Avg Train Loss: 0.11142293709790929, Avg Val Loss: 0.6259286441650999, LR: [6.129809044912892e-05]
